DEPARTAME_NOMBRE,MUNICIPIO_NOMBRE,TotalPersonasSencibilizadas,COD DANE INST EDUC,MUNICIPIO_COD,FECHA DE CARGUE,ID INDICADOR,INVERSION_TOTAL,FECHA VIGENCIA,META_NACIONAL
CASANARE,TRINIDAD,22,0,85430,2020-12-31,8046,399217.1,2020-12-31,64500
BOGOTA,"BOGOTA, D.C.",32,111001025313,11001,2018-12-31,5855,465942.05,2018-12-31,265000
CUNDINAMARCA,YACOPI,1,0,25885,2020-12-31,8046,18146.23,2020-12-31,64500
CAUCA,VILLA RICA,1,0,19845,2020-12-31,8046,18146.23,2020-12-31,64500
BOYACA,DUITAMA,12,315238000085,15238,2016-12-31,3979,1062508.38,2016-12-31,48000
BOYACA,CALDAS,17,415131000141,15131,2015-12-31,3101,1262032.61,2015-12-31,34000
BOYACA,ZETAQUIRA,55,115897000018,15897,2014-12-31,2344,6509972.23,2014-12-31,18300
CHOCO,QUIBDO,92,127001017896,27001,2018-12-31,5855,1339583.41,2018-12-31,265000
CAQUETA,SAN VICENTE DEL CAGUAN,22,0,18753,2020-12-31,8046,399217.1,2020-12-31,64500
ATLANTICO,BARRANQUILLA,158,108001003076,8001,2018-12-31,5855,2300588.9,2018-12-31,265000
CUNDINAMARCA,MOSQUERA,250,125473000137,25473,2018-12-31,5855,3640172.32,2018-12-31,265000
CAQUETA,FLORENCIA,50,218001004064,18001,2018-12-31,5855,728034.46,2018-12-31,265000
NORTE DE SANTANDER,HACARI,15,0,54344,2020-12-31,8046,272193.4,2020-12-31,64500
NORTE DE SANTANDER,SALAZAR,177,154660000086,54660,2018-12-31,5855,2577242.0,2018-12-31,265000
RISARALDA,PEREIRA,34,366001003334,66001,2018-12-31,5855,495063.43,2018-12-31,265000
BOGOTA,"BOGOTA, D.C.",18,111001098850,11001,2018-12-31,5855,262092.4,2018-12-31,265000
VALLE DEL CAUCA,CALI,950,176001001664,76001,2017-12-31,4780,13832654.83,2017-12-31,160000
BOLIVAR,CARTAGENA,104,113001002120,13001,2018-12-31,5855,1514311.68,2018-12-31,265000
TOLIMA,IBAGUE,20,273001010537,73001,2018-12-31,5855,291213.78,2018-12-31,265000
NORTE DE SANTANDER,CUCUTA,535,154001008274,54001,2018-12-31,5855,7789968.77,2018-12-31,265000
SAN ANDRES Y PROVIDENCIA,SAN ANDRES,368,188001000071,88001,2017-12-31,4780,5358333.66,2017-12-31,160000
BOLIVAR,CARTAGENA,1441,113001001492,13001,2017-12-31,4780,20981953.27,2017-12-31,160000
CUNDINAMARCA,AGUA DE DIOS,1,0,25001,2020-12-31,8046,18146.23,2020-12-31,64500
CUNDINAMARCA,JUNIN,2,0,25372,2020-12-31,8046,36292.46,2020-12-31,64500
CORDOBA,MONTERIA,382,123001002176,23001,2017-12-31,4780,5562183.31,2017-12-31,160000
SANTANDER,GIRON,650,168307001002,68307,2017-12-31,4780,9464448.04,2017-12-31,160000
BOYACA,TOPAGA,9,215820000087,15820,2018-12-31,5855,131046.2,2018-12-31,265000
META,VISTAHERMOSA,36,150711000986,50711,2018-12-31,5855,524184.81,2018-12-31,265000
TOLIMA,MELGAR,1,0,73449,2020-12-31,8046,18146.23,2020-12-31,64500
TOLIMA,IBAGUE,150,173001010851,73001,2017-12-31,4780,2184103.39,2017-12-31,160000
NARI�O,CONSACA,7,0,52207,2020-12-31,8046,127023.6,2020-12-31,64500
LA GUAJIRA,DISTRACCION,3,0,44098,2020-12-31,8046,54438.69,2020-12-31,64500
NARI�O,PASTO,197,152001002842,52001,2018-12-31,5855,2868455.79,2018-12-31,265000
HUILA,NEIVA,15,141001003511,41001,2018-12-31,5855,218410.33,2018-12-31,265000
BOLIVAR,CARTAGENA,43,113001028483,13001,2018-12-31,5855,626109.63,2018-12-31,265000
ATLANTICO,BARRANQUILLA,540,108001075476,8001,2018-12-31,5855,7862772.21,2018-12-31,265000
BOYACA,CHIQUINQUIRA,301,0,15176,2020-12-31,8046,5462015.0,2020-12-31,64500
MAGDALENA,SANTA MARTA,462,147001052592,47001,2018-12-31,5855,6727038.45,2018-12-31,265000
ATLANTICO,BARRANQUILLA,309,108001003017,8001,2018-12-31,5855,4499252.99,2018-12-31,265000
MAGDALENA,ARIGUANI,2,0,47058,2020-12-31,8046,36292.46,2020-12-31,64500
MAGDALENA,SANTA MARTA,108,147001000285,47001,2018-12-31,5855,1572554.44,2018-12-31,265000
HUILA,SUAZA,1,0,41770,2020-12-31,8046,18146.23,2020-12-31,64500
BOLIVAR,SANTA ROSA,831,113683000085,13683,2017-12-31,4780,12099932.8,2017-12-31,160000
SAN ANDRES Y PROVIDENCIA,SAN ANDRES,108,388001000002,88001,2018-12-31,5855,1572554.44,2018-12-31,265000
SANTANDER,PINCHOTE,8,0,68549,2020-12-31,8046,145169.8,2020-12-31,64500
VALLE DEL CAUCA,YUMBO,201,376892000760,76892,2018-12-31,5855,2926698.54,2018-12-31,265000
CHOCO,CONDOTO,1,0,27205,2020-12-31,8046,18146.23,2020-12-31,64500
CUNDINAMARCA,MOSQUERA,2,0,25473,2020-12-31,8046,36292.46,2020-12-31,64500
BOYACA,NOBSA,29,215491000089,15491,2018-12-31,5855,422259.98,2018-12-31,265000
HUILA,TARQUI,87,241791000332,41791,2018-12-31,5855,1266779.96,2018-12-31,265000
ANTIOQUIA,SAN FRANCISCO,1,0,5652,2020-12-31,8046,18146.23,2020-12-31,64500
CORDOBA,TIERRALTA,63,0,23807,2020-12-31,8046,1143213.0,2020-12-31,64500
CAQUETA,FLORENCIA,1228,183001000940,18001,2018-12-31,5855,17880526.45,2018-12-31,265000
SANTANDER,ARATOCA,4,0,68051,2020-12-31,8046,72584.92,2020-12-31,64500
CALDAS,PENSILVANIA,2,0,17541,2020-12-31,8046,36292.46,2020-12-31,64500
BOGOTA,"BOGOTA, D.C.",4157,0,11001,2020-12-31,8046,75433880.0,2020-12-31,64500
GUAVIARE,CALAMAR,182,495001003657,95015,2018-12-31,5855,2650045.45,2018-12-31,265000
BOLIVAR,ARENAL,2,0,13042,2020-12-31,8046,36292.46,2020-12-31,64500
META,EL CALVARIO,1,0,50245,2020-12-31,8046,18146.23,2020-12-31,64500
VALLE DEL CAUCA,YUMBO,42,176892000558,76892,2017-12-31,4780,611548.95,2017-12-31,160000
ATLANTICO,BARRANQUILLA,199,308001001455,8001,2018-12-31,5855,2897577.16,2018-12-31,265000
CUNDINAMARCA,CABRERA,6,0,25120,2020-12-31,8046,108877.4,2020-12-31,64500
ATLANTICO,BARRANQUILLA,280,108001003513,8001,2018-12-31,5855,4076993.0,2018-12-31,265000
TOLIMA,IBAGUE,15,373001001931,73001,2018-12-31,5855,218410.33,2018-12-31,265000
BOLIVAR,EL GUAMO,10,213248000124,13248,2018-12-31,5855,145606.89,2018-12-31,265000
ATLANTICO,BARRANQUILLA,415,208001017276,8001,2018-12-31,5855,6042686.05,2018-12-31,265000
BOLIVAR,CARTAGENA,202,113001001336,13001,2017-12-31,4780,2941259.23,2017-12-31,160000
MAGDALENA,PUEBLOVIEJO,235,247570000051,47570,2018-12-31,5855,3421761.98,2018-12-31,265000
CHOCO,EL CANTON DEL SAN PABLO,293,127135000019,27135,2018-12-31,5855,4266281.96,2018-12-31,265000
NARI�O,PASTO,69,252001001603,52001,2018-12-31,5855,1004687.56,2018-12-31,265000
TOLIMA,IBAGUE,110,173001010443,73001,2017-12-31,4780,1601675.82,2017-12-31,160000
NARI�O,SAN ANDRES DE TUMACO,473,152835003561,52835,2017-12-31,4780,6887206.03,2017-12-31,160000
BOLIVAR,TALAIGUA NUEVO,20,0,13780,2020-12-31,8046,362924.6,2020-12-31,64500
CAUCA,SAN SEBASTIAN,1,0,19693,2020-12-31,8046,18146.23,2020-12-31,64500
BOLIVAR,VILLANUEVA,23,0,13873,2020-12-31,8046,417363.3,2020-12-31,64500
CALDAS,MANIZALES,14,117001001323,17001,2018-12-31,5855,203849.65,2018-12-31,265000
SAN ANDRES Y PROVIDENCIA,SAN ANDRES,96,188001000071,88001,2018-12-31,5855,1397826.17,2018-12-31,265000
SUCRE,SAN LUIS DE SINCE,866,170742000080,70742,2017-12-31,4780,12609556.92,2017-12-31,160000
ANTIOQUIA,EL BAGRE,6,0,5250,2020-12-31,8046,108877.4,2020-12-31,64500
CESAR,AGUSTIN CODAZZI,39,120013000374,20013,2018-12-31,5855,567866.88,2018-12-31,265000
BOGOTA,"BOGOTA, D.C.",48,311001045461,11001,2018-12-31,5855,698913.08,2018-12-31,265000
BOLIVAR,CARTAGENA,252,113001008276,13001,2018-12-31,5855,3669293.7,2018-12-31,265000
AMAZONAS,LETICIA,218,191001000730,91001,2018-12-31,5855,3174230.26,2018-12-31,265000
META,URIBE,24,250330000283,50370,2018-12-31,5855,349456.54,2018-12-31,265000
CALDAS,MANIZALES,95,317001800004,17001,2018-12-31,5855,1383265.48,2018-12-31,265000
BOYACA,TUNJA,24,115001000065,15001,2017-12-31,4780,349456.54,2017-12-31,160000
NORTE DE SANTANDER,OCA�A,6,254498000390,54498,2018-12-31,5855,87364.13,2018-12-31,265000
TOLIMA,IBAGUE,16,173001010508,73001,2018-12-31,5855,232971.02,2018-12-31,265000
ANTIOQUIA,ARGELIA,1,0,5055,2020-12-31,8046,18146.23,2020-12-31,64500
MAGDALENA,EL BANCO,2,0,47245,2020-12-31,8046,36292.46,2020-12-31,64500
ATLANTICO,SANTO TOMAS,27,0,8685,2020-12-31,8046,489948.2,2020-12-31,64500
CORDOBA,MONTERIA,70,123001006490,23001,2017-12-31,4780,1019248.25,2017-12-31,160000
GUAVIARE,EL RETORNO,1,295105001533,95025,2018-12-31,5855,14560.68,2018-12-31,265000
CUNDINAMARCA,LENGUAZAQUE,35,0,25407,2020-12-31,8046,635118.1,2020-12-31,64500
NARI�O,LA FLORIDA,1,0,52381,2020-12-31,8046,18146.23,2020-12-31,64500
CUNDINAMARCA,SOACHA,241,125754001973,25754,2018-12-31,5855,3509126.12,2018-12-31,265000
ANTIOQUIA,CAUCASIA,212,105154000280,5154,2018-12-31,5855,3086866.13,2018-12-31,265000
META,VILLAVICENCIO,1103,150001000201,50001,2017-12-31,4780,16060440.29,2017-12-31,160000
NARI�O,EL TABLON DE GOMEZ,10,0,52258,2020-12-31,8046,181462.3,2020-12-31,64500
CESAR,AGUSTIN CODAZZI,52,0,20013,2020-12-31,8046,943603.9,2020-12-31,64500
BOYACA,SOGAMOSO,1294,215759000907,15759,2017-12-31,4780,18841531.94,2017-12-31,160000
BOLIVAR,CARTAGENA,27,213001002949,13001,2018-12-31,5855,393138.61,2018-12-31,265000
CORDOBA,MONTERIA,527,123001002478,23001,2017-12-31,4780,7673483.25,2017-12-31,160000
SUCRE,SINCELEJO,197,270001001288,70001,2017-12-31,4780,2868455.79,2017-12-31,160000
SANTANDER,SAN GIL,115,368679000419,68679,2018-12-31,5855,1674479.26,2018-12-31,265000
ARAUCA,ARAUQUITA,11,0,81065,2020-12-31,8046,199608.5,2020-12-31,64500
CAQUETA,FLORENCIA,648,183001000923,18001,2017-12-31,4780,9435326.66,2017-12-31,160000
CHOCO,QUIBDO,2034,0,27001,2020-12-31,8046,36909430.0,2020-12-31,64500
RISARALDA,DOSQUEBRADAS,33,166170800104,66170,2018-12-31,5855,480502.74,2018-12-31,265000
NORTE DE SANTANDER,CUCUTA,453,154001006409,54001,2018-12-31,5855,6595992.25,2018-12-31,265000
RISARALDA,PEREIRA,34,166001004641,66001,2018-12-31,5855,495063.43,2018-12-31,265000
MAGDALENA,FUNDACION,22,0,47288,2020-12-31,8046,399217.1,2020-12-31,64500
NARI�O,SAN ANDRES DE TUMACO,1539,0,52835,2020-12-31,8046,27927050.0,2020-12-31,64500
SANTANDER,VETAS,2,0,68867,2020-12-31,8046,36292.46,2020-12-31,64500
RISARALDA,PEREIRA,455,166001000654,66001,2017-12-31,4780,6625113.62,2017-12-31,160000
NORTE DE SANTANDER,BUCARASICA,41,0,54109,2020-12-31,8046,743995.4,2020-12-31,64500
ANTIOQUIA,MEDELLIN,497,105001003221,5001,2018-12-31,5855,7236662.57,2018-12-31,265000
TOLIMA,ANZOATEGUI,481,173043000235,73043,2018-12-31,5855,7003691.55,2018-12-31,265000
BOYACA,SOGAMOSO,50,115759000406,15759,2018-12-31,5855,728034.46,2018-12-31,265000
ANTIOQUIA,YARUMAL,492,105887000600,5887,2018-12-31,5855,7163859.13,2018-12-31,265000
NORTE DE SANTANDER,OCA�A,190,354498002192,54498,2017-12-31,4780,2766530.96,2017-12-31,160000
HUILA,TERUEL,2,0,41801,2020-12-31,8046,36292.46,2020-12-31,64500
VALLE DEL CAUCA,CALI,475,176001005023,76001,2017-12-31,4780,6916327.41,2017-12-31,160000
BOLIVAR,CARTAGENA,505,113001001697,13001,2018-12-31,5855,7353148.09,2018-12-31,265000
CORDOBA,MONTERIA,553,123001009413,23001,2018-12-31,5855,8052061.18,2018-12-31,265000
BOLIVAR,CARTAGENA,35,213001000245,13001,2018-12-31,5855,509624.12,2018-12-31,265000
BOYACA,AQUITANIA,873,115047000019,15047,2017-12-31,4780,12711481.75,2017-12-31,160000
MAGDALENA,SAN ZENON,1,0,47703,2020-12-31,8046,18146.23,2020-12-31,64500
CASANARE,YOPAL,321,185001000802,85001,2017-12-31,4780,4673981.26,2017-12-31,160000
SUCRE,SINCELEJO,87,370001001665,70001,2018-12-31,5855,1266779.96,2018-12-31,265000
MAGDALENA,SANTA MARTA,28,147001000005,47001,2018-12-31,5855,407699.3,2018-12-31,265000
BOGOTA,"BOGOTA, D.C.",497,111001014974,11001,2017-12-31,4780,7236662.57,2017-12-31,160000
SANTANDER,GUACA,9,0,68318,2020-12-31,8046,163316.1,2020-12-31,64500
CORDOBA,CERETE,259,123162000203,23162,2018-12-31,5855,3771218.52,2018-12-31,265000
ARAUCA,TAME,80,0,81794,2020-12-31,8046,1451698.0,2020-12-31,64500
META,VISTAHERMOSA,50,250683000724,50711,2018-12-31,5855,728034.46,2018-12-31,265000
GUAVIARE,EL RETORNO,1,295025000081,95025,2018-12-31,5855,14560.68,2018-12-31,265000
SANTANDER,CHARALA,69,0,68167,2020-12-31,8046,1252090.0,2020-12-31,64500
SUCRE,SAN LUIS DE SINCE,966,170742000071,70742,2017-12-31,4780,14065625.85,2017-12-31,160000
SANTANDER,OIBA,8,0,68500,2020-12-31,8046,145169.8,2020-12-31,64500
CORDOBA,PLANETA RICA,577,123555000230,23555,2018-12-31,5855,8401517.72,2018-12-31,265000
CASANARE,PAZ DE ARIPORO,385,285250000957,85250,2018-12-31,5855,5605865.37,2018-12-31,265000
NORTE DE SANTANDER,EL ZULIA,87,0,54261,2020-12-31,8046,1578722.0,2020-12-31,64500
CAUCA,BUENOS AIRES,4,0,19110,2020-12-31,8046,72584.92,2020-12-31,64500
RISARALDA,PEREIRA,124,366001005540,66001,2018-12-31,5855,1805525.47,2018-12-31,265000
BOGOTA,"BOGOTA, D.C.",62,111001032409,11001,2018-12-31,5855,902762.73,2018-12-31,265000
SANTANDER,GIRON,110,0,68307,2020-12-31,8046,1996085.0,2020-12-31,64500
META,EL DORADO,4,0,50270,2020-12-31,8046,72584.92,2020-12-31,64500
CORDOBA,MONTERIA,135,123001001820,23001,2017-12-31,4780,1965693.05,2017-12-31,160000
ANTIOQUIA,YARUMAL,3,0,5887,2020-12-31,8046,54438.69,2020-12-31,64500
SANTANDER,BUCARAMANGA,516,168001001947,68001,2018-12-31,5855,7513315.67,2018-12-31,265000
BOLIVAR,ARROYOHONDO,50,0,13062,2020-12-31,8046,907311.5,2020-12-31,64500
SUCRE,SAN BENITO ABAD,36,0,70678,2020-12-31,8046,653264.3,2020-12-31,64500
BOYACA,SOGAMOSO,74,115759000465,15759,2018-12-31,5855,1077491.0,2018-12-31,265000
QUINDIO,ARMENIA,435,163001002496,63001,2017-12-31,4780,6333899.84,2017-12-31,160000
MAGDALENA,SANTA MARTA,34,147001001206,47001,2018-12-31,5855,495063.43,2018-12-31,265000
BOGOTA,"BOGOTA, D.C.",58,111001014214,11001,2017-12-31,4780,844519.97,2017-12-31,160000
RISARALDA,DOSQUEBRADAS,20,166170000078,66170,2014-12-31,2344,2367262.63,2014-12-31,18300
BOLIVAR,CARTAGENA,19,113001001336,13001,2014-12-31,2344,2248899.5,2014-12-31,18300
MAGDALENA,EL BANCO,37,147245000252,47245,2014-12-31,2344,4379435.86,2014-12-31,18300
CUNDINAMARCA,CHIA,12,225175000188,25175,2016-12-31,3979,1062508.38,2016-12-31,48000
CESAR,VALLEDUPAR,13,320001002834,20001,2016-12-31,3979,1151050.74,2016-12-31,48000
TOLIMA,CASABIANCA,14,173152000016,73152,2015-12-31,3101,1039320.97,2015-12-31,34000
GUAVIARE,EL RETORNO,2,295105001550,95025,2015-12-31,3101,148474.42,2015-12-31,34000
MAGDALENA,PIJI�O DEL CARMEN,31,247545000002,47545,2016-12-31,3979,2744813.31,2016-12-31,48000
NORTE DE SANTANDER,CUCUTA,6,154001008959,54001,2015-12-31,3101,445423.27,2015-12-31,34000
BOYACA,PESCA,14,115542000025,15542,2014-12-31,2344,1657083.84,2014-12-31,18300
HUILA,TIMANA,11,241807000079,41807,2015-12-31,3101,816609.33,2015-12-31,34000
HUILA,LA ARGENTINA,15,241378000073,41378,2014-12-31,2344,1775446.97,2014-12-31,18300
VALLE DEL CAUCA,JAMUNDI,65,276364000605,76364,2016-12-31,3979,5755253.73,2016-12-31,48000
MAGDALENA,EL BANCO,33,147245001941,47245,2014-12-31,2344,3905983.34,2014-12-31,18300
META,VILLAVICENCIO,14,250001000507,50001,2015-12-31,3101,1039320.97,2015-12-31,34000
CALDAS,MANIZALES,14,117001000033,17001,2016-12-31,3979,1239593.11,2016-12-31,48000
ARAUCA,ARAUCA,40,281001001646,81001,2016-12-31,3979,3541694.6,2016-12-31,48000
SANTANDER,BUCARAMANGA,23,168001001483,68001,2016-12-31,3979,2036474.39,2016-12-31,48000
TOLIMA,CAJAMARCA,28,273124000498,73124,2016-12-31,3979,2479186.22,2016-12-31,48000
BOYACA,COVARACHIA,4,115218000209,15218,2015-12-31,3101,296948.85,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",25,111001015903,11001,2015-12-31,3101,1855930.31,2015-12-31,34000
VALLE DEL CAUCA,PALMIRA,29,376520005170,76520,2015-12-31,3101,2152879.16,2015-12-31,34000
BOYACA,DUITAMA,26,115238001775,15238,2015-12-31,3101,1930167.52,2015-12-31,34000
AMAZONAS,LETICIA,5,291540000071,91001,2016-12-31,3979,442711.82,2016-12-31,48000
CUNDINAMARCA,SOACHA,81,125754001019,25754,2014-12-31,2344,9587413.65,2014-12-31,18300
SUCRE,CAIMITO,23,270124004753,70124,2016-12-31,3979,2036474.39,2016-12-31,48000
ATLANTICO,MALAMBO,21,108433000116,8433,2014-12-31,2344,2485625.76,2014-12-31,18300
ATLANTICO,REPELON,27,208606000065,8606,2015-12-31,3101,2004404.74,2015-12-31,34000
ATLANTICO,SOLEDAD,24,108758000864,8758,2015-12-31,3101,1781693.1,2015-12-31,34000
HUILA,NEIVA,35,141001001593,41001,2015-12-31,3101,2598302.44,2015-12-31,34000
SANTANDER,BUCARAMANGA,10,168001003010,68001,2016-12-31,3979,885423.65,2016-12-31,48000
TOLIMA,RONCESVALLES,14,273622000683,73622,2016-12-31,3979,1239593.11,2016-12-31,48000
LA GUAJIRA,RIOHACHA,8,344001001508,44001,2015-12-31,3101,593897.7,2015-12-31,34000
VALLE DEL CAUCA,BUENAVENTURA,13,276109000235,76109,2015-12-31,3101,965083.76,2015-12-31,34000
CESAR,GAMARRA,24,120295000061,20295,2016-12-31,3979,2125016.76,2016-12-31,48000
BOYACA,VILLA DE LEYVA,7,115407000015,15407,2016-12-31,3979,619796.55,2016-12-31,48000
CALDAS,MANIZALES,33,117001000611,17001,2016-12-31,3979,2921898.04,2016-12-31,48000
ANTIOQUIA,COPACABANA,18,105212000511,5212,2015-12-31,3101,1336269.82,2015-12-31,34000
ATLANTICO,PALMAR DE VARELA,19,108520000041,8520,2015-12-31,3101,1410507.04,2015-12-31,34000
TOLIMA,ESPINAL,9,373268001663,73268,2015-12-31,3101,668134.91,2015-12-31,34000
BOYACA,CHIQUINQUIRA,27,215176000216,15176,2014-12-31,2344,3195804.55,2014-12-31,18300
SUCRE,SINCELEJO,14,170001000112,70001,2014-12-31,2344,1657083.84,2014-12-31,18300
BOYACA,SOMONDOCO,11,215761000167,15761,2015-12-31,3101,816609.33,2015-12-31,34000
CALDAS,LA DORADA,20,117380000843,17380,2014-12-31,2344,2367262.63,2014-12-31,18300
MAGDALENA,ARIGUANI,28,147058000168,47058,2015-12-31,3101,2078641.95,2015-12-31,34000
NARI�O,IMUES,35,252354000317,52354,2016-12-31,3979,3098982.77,2016-12-31,48000
ANTIOQUIA,GUARNE,5,205318000167,5318,2016-12-31,3979,442711.82,2016-12-31,48000
VALLE DEL CAUCA,CALI,39,176001001753,76001,2014-12-31,2344,4616162.13,2014-12-31,18300
CUNDINAMARCA,FACATATIVA,18,325269003657,25269,2015-12-31,3101,1336269.82,2015-12-31,34000
CUNDINAMARCA,CHIA,1,125175000299,25175,2014-12-31,2344,118363.13,2014-12-31,18300
CESAR,VALLEDUPAR,18,220001067435,20001,2015-12-31,3101,1336269.82,2015-12-31,34000
MAGDALENA,ALGARROBO,18,247288000200,47030,2015-12-31,3101,1336269.82,2015-12-31,34000
CORDOBA,PLANETA RICA,7,223555000994,23555,2016-12-31,3979,619796.55,2016-12-31,48000
HUILA,LA PLATA,15,241396000455,41396,2015-12-31,3101,1113558.18,2015-12-31,34000
SUCRE,SINCELEJO,11,170001038811,70001,2015-12-31,3101,816609.33,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",47,111001086614,11001,2016-12-31,3979,4161491.15,2016-12-31,48000
NARI�O,PASTO,41,352001003554,52001,2015-12-31,3101,3043725.71,2015-12-31,34000
BOYACA,DUITAMA,24,215238000731,15238,2015-12-31,3101,1781693.1,2015-12-31,34000
ANTIOQUIA,ITAGUI,4,105360000105,5360,2016-12-31,3979,354169.46,2016-12-31,48000
BOGOTA,"BOGOTA, D.C.",11,311001005273,11001,2016-12-31,3979,973966.01,2016-12-31,48000
SUCRE,SINCELEJO,20,170001000546,70001,2014-12-31,2344,2367262.63,2014-12-31,18300
BOYACA,CALDAS,26,115131000172,15131,2014-12-31,2344,3077441.42,2014-12-31,18300
ATLANTICO,BARRANQUILLA,44,108001002886,8001,2015-12-31,3101,3266437.35,2015-12-31,34000
CHOCO,BAGADO,22,127073000017,27073,2016-12-31,3979,1947932.03,2016-12-31,48000
CALDAS,MANIZALES,3,317001007002,17001,2015-12-31,3101,222711.63,2015-12-31,34000
SUCRE,SAN MARCOS,41,170708000259,70708,2014-12-31,2344,4852888.39,2014-12-31,18300
RISARALDA,SANTA ROSA DE CABAL,18,166682001297,66682,2016-12-31,3979,1593762.57,2016-12-31,48000
BOLIVAR,TURBACO,18,113836000781,13836,2015-12-31,3101,1336269.82,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",10,111001000353,11001,2015-12-31,3101,742372.12,2015-12-31,34000
NORTE DE SANTANDER,VILLA DEL ROSARIO,38,154874000849,54874,2015-12-31,3101,2821014.08,2015-12-31,34000
BOYACA,CHIQUINQUIRA,34,215176000216,15176,2016-12-31,3979,3010440.41,2016-12-31,48000
CORDOBA,LORICA,36,223417002072,23417,2015-12-31,3101,2672539.65,2015-12-31,34000
VALLE DEL CAUCA,CALI,20,176001020359,76001,2016-12-31,3979,1770847.3,2016-12-31,48000
CORDOBA,MONTERIA,865,123001007186,23001,2017-12-31,4780,12594996.24,2017-12-31,160000
SANTANDER,MATANZA,26,0,68444,2020-12-31,8046,471802.0,2020-12-31,64500
BOGOTA,"BOGOTA, D.C.",15,111001100030,11001,2018-12-31,5855,218410.33,2018-12-31,265000
NORTE DE SANTANDER,SALAZAR,19,0,54660,2020-12-31,8046,344778.4,2020-12-31,64500
ATLANTICO,LURUACO,5,0,8421,2020-12-31,8046,90731.15,2020-12-31,64500
SANTANDER,GSEPSA,37,0,68327,2020-12-31,8046,671410.5,2020-12-31,64500
BOGOTA,"BOGOTA, D.C.",541,111001104281,11001,2017-12-31,4780,7877332.9,2017-12-31,160000
ATLANTICO,BARRANQUILLA,52,108001007675,8001,2018-12-31,5855,757155.84,2018-12-31,265000
CALDAS,MANIZALES,556,117001001544,17001,2017-12-31,4780,8095743.24,2017-12-31,160000
ATLANTICO,BARRANQUILLA,214,308001011451,8001,2018-12-31,5855,3115987.5,2018-12-31,265000
ANTIOQUIA,MEDELLIN,587,105001001317,5001,2018-12-31,5855,8547124.61,2018-12-31,265000
MAGDALENA,SANTA MARTA,374,247001001791,47001,2018-12-31,5855,5445697.79,2018-12-31,265000
TOLIMA,CAJAMARCA,630,0,73124,2020-12-31,8046,11432130.0,2020-12-31,64500
BOLIVAR,CARTAGENA,31,113001000143,13001,2018-12-31,5855,451381.36,2018-12-31,265000
SANTANDER,SAN JOSE DE MIRANDA,6,0,68684,2020-12-31,8046,108877.4,2020-12-31,64500
HUILA,NEIVA,1100,141001000058,41001,2018-12-31,5855,16016758.22,2018-12-31,265000
VALLE DEL CAUCA,CALI,41,176001003195,76001,2018-12-31,5855,596988.26,2018-12-31,265000
HUILA,NEIVA,218,141001001321,41001,2018-12-31,5855,3174230.26,2018-12-31,265000
ANTIOQUIA,BELLO,120,105088001431,5088,2018-12-31,5855,1747282.71,2018-12-31,265000
HUILA,TARQUI,472,241791000065,41791,2017-12-31,4780,6872645.34,2017-12-31,160000
CUNDINAMARCA,SOACHA,399,125754002554,25754,2018-12-31,5855,5809715.02,2018-12-31,265000
ANTIOQUIA,YOLOMBO,1,0,5890,2020-12-31,8046,18146.23,2020-12-31,64500
BOGOTA,"BOGOTA, D.C.",121,311001004374,11001,2017-12-31,4780,1761843.4,2017-12-31,160000
HUILA,PITALITO,445,241551000122,41551,2017-12-31,4780,6479506.73,2017-12-31,160000
RISARALDA,MARSELLA,6,0,66440,2020-12-31,8046,108877.4,2020-12-31,64500
CUNDINAMARCA,FOSCA,14,0,25281,2020-12-31,8046,254047.2,2020-12-31,64500
ANTIOQUIA,EL CARMEN DE VIBORAL,17,0,5148,2020-12-31,8046,308485.9,2020-12-31,64500
TOLIMA,IBAGUE,275,173001010851,73001,2018-12-31,5855,4004189.55,2018-12-31,265000
TOLIMA,IBAGUE,92,173001008741,73001,2018-12-31,5855,1339583.41,2018-12-31,265000
BOYACA,VENTAQUEMADA,6,0,15861,2020-12-31,8046,108877.4,2020-12-31,64500
TOLIMA,ANZOATEGUI,65,273043000655,73043,2018-12-31,5855,946444.8,2018-12-31,265000
NORTE DE SANTANDER,OCA�A,132,154498002223,54498,2018-12-31,5855,1922010.98,2018-12-31,265000
GUAVIARE,EL RETORNO,1,295105001568,95025,2018-12-31,5855,14560.68,2018-12-31,265000
ANTIOQUIA,GRANADA,405,0,5313,2020-12-31,8046,7349223.0,2020-12-31,64500
CASANARE,YOPAL,317,185001002031,85001,2017-12-31,4780,4615738.5,2017-12-31,160000
TOLIMA,IBAGUE,145,173001005351,73001,2018-12-31,5855,2111299.94,2018-12-31,265000
BOGOTA,"BOGOTA, D.C.",41,111001030856,11001,2017-12-31,4780,596988.26,2017-12-31,160000
PUTUMAYO,MOCOA,363,186001002241,86001,2017-12-31,4780,5285530.21,2017-12-31,160000
BOGOTA,"BOGOTA, D.C.",63,111001011088,11001,2018-12-31,5855,917323.42,2018-12-31,265000
PUTUMAYO,SAN MIGUEL,3,0,86757,2020-12-31,8046,54438.69,2020-12-31,64500
SUCRE,SAN JUAN DE BETULIA,24,0,70702,2020-12-31,8046,435509.5,2020-12-31,64500
